advertised_date,number_of_bedrooms,rent,floor_area,level,suburb,furnished,tenancy_preference,number_of_bathrooms,point_of_contact,secondary_address,building_number,street_name,street_suffix,prefix,first_name,last_name,gender,phone_number,email
2022-04-28,2,594.0,900,2 out of 4,adelaide,unfurnished,bachelors/family,2,contact owner,unit 57,422,krystal court,wade,mr.,paul,lloyd,m,+61.3.6143.8340,adam50@example.org
2022-05-03,1,567.0,400,2 out of 2,adelaide,semi-furnished,bachelors/family,1,contact owner,unit 50,34,mark track,crossing,mr.,andrew,herrera,m,0464-708-995,wjones@example.org
2022-05-14,2,567.0,450,1 out of 3,adelaide,unfurnished,bachelors/family,1,contact owner,flat 43,1,teresa bridge,grange,nan,james,barker,u,0436-044-284,heidi86@example.org
2022-06-04,2,572.0,400,2 out of 4,adelaide,unfurnished,bachelors,1,contact agent,083/,208,nathan foreshore,towers,dr.,wendy,collins,f,+61862408581,hunterdonald@example.net
2022-05-14,2,564.0,500,1 out of 5,adelaide,semi-furnished,bachelors/family,1,contact owner,3/,36,turner cruiseway,trailer,dr.,timothy,blair,m,+61 2 3831 8892,shieldsbrad@example.net
2022-05-14,1,560.0,350,1 out of 3,adelaide,unfurnished,bachelors/family,1,contact owner,flat 60,49,bush entrance,tollway,mrs.,julie,bennett,f,+61 471 557 436,amandanelson@example.net
2022-06-13,1,580.0,545,2 out of 3,adelaide,furnished,bachelors/family,1,contact owner,2/,444,jessica sound,ridge,dr.,jacob,gonzalez,m,(02) 4167 2479,vdavid@example.com
2022-05-10,2,585.0,84,ground out of 4,adelaide,semi-furnished,bachelors/family,2,contact owner,unit 21,628,lutz siding,pocket,mr.,kevin,lester,m,+61890275338,timothy67@example.com
2022-06-08,3,604.0,165,2 out of 4,adelaide,semi-furnished,bachelors,2,contact owner,apt. 018,120,brandi triangle,byway,nan,bobby,hopkins,u,+61 3 5853 9478,mcconnellmichaela@example.com
2022-06-02,1,564.0,500,3 out of 3,adelaide,unfurnished,bachelors/family,1,contact owner,9/,56,larry ground,basin,nan,michaela,collins,u,+61.7.9149.5821,greentracie@example.net
2022-05-05,2,574.0,70,2 out of 5,adelaide,semi-furnished,bachelors/family,2,contact owner,level 7,5,peter common,grange,mrs.,leah,meza,f,4739-6603,singhkara@example.org
2022-05-05,3,594.0,250,1 out of 2,adelaide,semi-furnished,bachelors/family,2,contact owner,flat 43,335,jonathan intersection,underpass,mrs.,stephanie,brown,f,3411 9395,william66@example.net
2022-05-05,2,568.0,70,1 out of 5,adelaide,unfurnished,bachelors/family,2,contact owner,level 1,8,henry brow,rosebowl,mr.,richard,cooper,m,0401.035.164,joseph20@example.org
2022-06-20,3,594.0,1800,1 out of 4,adelaide,semi-furnished,bachelors,3,contact agent,level 2,571,david beach,plateau,nan,tyler,lewis,u,07-2763-0290,richard76@example.net
2022-05-27,1,576.0,400,3 out of 4,adelaide,semi-furnished,bachelors/family,1,contact agent,apt. 256,2,benjamin slope,expressway,mr.,stephen,macdonald,m,+61395325697,lauriehunt@example.com
2022-05-21,3,583.0,1250,2 out of 3,adelaide,semi-furnished,bachelors/family,2,contact owner,753/,10,kennedy grove,meander,mr.,mark,wu,m,+61 429 670 744,wunderwood@example.com
2022-06-08,2,567.0,480,1 out of 4,adelaide,semi-furnished,bachelors/family,1,contact owner,unit 35,8,wright parklands,pathway,mr.,tyler,chang,m,0472 821 682,watsonerica@example.org
2022-06-17,2,581.0,84,2 out of 4,adelaide,semi-furnished,bachelors,2,contact agent,817/,69,torres centreway,concourse,nan,john,juarez,u,(02)70150334,collinsjonathan@example.org
2022-06-15,2,580.0,84,2 out of 4,adelaide,semi-furnished,bachelors,2,contact agent,unit 23,625,michael motorway,thoroughfare,mr.,daniel,wright,m,0529.2492,matthew76@example.com
2022-05-14,2,572.0,720,2 out of 4,adelaide,semi-furnished,bachelors/family,2,contact owner,flat 70,4,amy fire track,quadrangle,mr.,dhanuk,sane,m,+61.3.1050.6600,claudialopez@example.org
2022-05-27,2,564.0,75,1 out of 1,adelaide,unfurnished,bachelors/family,1,contact owner,suite 419,55,moore approach,rosebowl,mrs.,dana,price,f,0466-887-246,blanchardpatrick@example.net
2022-04-29,3,587.0,1000,1 out of 4,adelaide,unfurnished,bachelors/family,2,contact owner,245/,7,sanchez brae,path,mr.,dr.,franklin,m,+61-435-877-239,lindseygeorge@example.net
2022-05-19,2,581.0,900,2 out of 4,adelaide,semi-furnished,bachelors,2,contact agent,4/,3,patricia foreshore,gully,mrs.,michele,frazier,f,0400 055 001,oliverrobyn@example.net
2022-06-03,3,578.0,900,ground out of 4,adelaide,semi-furnished,bachelors/family,1,contact owner,unit 86,0,nicole pocket,distributor,mr.,ryan,tate,m,+61-8-3637-6178,thill@example.org
2022-05-31,1,572.0,550,3 out of 3,adelaide,semi-furnished,bachelors/family,1,contact owner,75/,68,miller end,quadrangle,nan,nathan,moore,u,(07) 1834 2120,douglas01@example.net
2022-04-29,2,568.0,450,4 out of 5,adelaide,furnished,bachelors/family,1,contact owner,suite 336,1,pugh slope,park,miss,sabrina,johnson,f,(02) 0415 5490,rickeysanchez@example.net
2022-04-29,2,568.0,470,2 out of 4,adelaide,furnished,bachelors/family,2,contact owner,314/,402,johnson drive,cove,mrs.,angela,jones,f,03 3765 1988,spencerariana@example.net
2022-05-10,3,585.0,125,3 out of 4,adelaide,semi-furnished,bachelors/family,2,contact owner,apt. 432,16,michael dell,plaza,dr.,micheal,schroeder,m,31415401,susan00@example.com
2022-05-27,1,581.0,400,3 out of 4,adelaide,furnished,bachelors/family,1,contact agent,unit 41,5,raymond causeway,bridge,nan,barbara,johnson,u,(07).0846.7630,marissamcguire@example.org
2022-05-14,3,587.0,1500,5 out of 10,adelaide,semi-furnished,bachelors/family,3,contact agent,4/,51,justin outlook,mount,nan,sara,valenzuela,u,+61.2.7672.8305,smithluis@example.com
2022-05-10,2,582.0,80,3 out of 4,adelaide,semi-furnished,bachelors/family,1,contact owner,13/,600,vargas parade,crossing,dr.,deborah,guzman,f,0450.406.526,vfernandez@example.org
2022-06-04,2,583.0,1000,4 out of 5,adelaide,semi-furnished,bachelors/family,2,contact owner,suite 664,8,mary lower,subway,nan,jacob,chandler,u,+61 3 4655 4530,johnsonmark@example.com
2022-05-23,2,564.0,50,2 out of 5,adelaide,furnished,bachelors/family,1,contact owner,flat 03,359,calvin freeway,artery,nan,ind.,carolyn,u,(03)-9130-6715,lynn53@example.org
2022-05-23,2,579.0,1000,2 out of 5,adelaide,semi-furnished,bachelors/family,2,contact owner,unit 45,1,jonathan pocket,crossroad,dr.,david,walsh,m,+61 2 3686 3353,zrodriguez@example.com
2022-05-18,1,566.0,550,2 out of 3,adelaide,unfurnished,bachelors,1,contact agent,level 9,6,wilson interchange,outlook,dr.,timothy,hill,m,(08)-3736-8846,adouglas@example.net
2022-05-18,1,565.0,450,ground out of 4,adelaide,unfurnished,bachelors,1,contact agent,flat 76,9,flores corner,quays,nan,david,prince,u,16065209,dmorgan@example.com
2022-05-14,2,574.0,700,1 out of 3,adelaide,semi-furnished,bachelors/family,1,contact owner,406/,43,gina trailer,riviera,nan,courtney,reid,u,7090.1068,smithbrandy@example.net
2022-05-05,3,603.0,125,3 out of 4,adelaide,semi-furnished,bachelors,2,contact owner,unit 04,1,joshua glen,row,nan,nicholas,white,u,5924.9206,jeanettejohnson@example.net
2022-05-18,2,571.0,650,2 out of 4,adelaide,unfurnished,bachelors/family,1,contact agent,suite 547,5,larsen ridge,crossing,nan,steven,andrews,u,5498.7374,bgarcia@example.com
2022-05-18,2,572.0,550,1 out of 4,adelaide,unfurnished,bachelors,2,contact agent,level 4,92,maria hill,top,mrs.,brenda,padilla,f,0853102515,stephanie57@example.com
2022-05-21,2,583.0,84,ground out of 4,adelaide,semi-furnished,bachelors,2,contact agent,unit 61,9,sampson riverway,frontage,nan,amy,smith,u,(02)-1871-8182,john65@example.org
2022-06-19,1,560.0,90,ground out of 2,adelaide,unfurnished,bachelors/family,2,contact owner,51/,62,wood run,nook,dr.,duane,martin,m,4092.6421,xnelson@example.com
2022-06-04,2,571.0,1000,1 out of 4,adelaide,unfurnished,bachelors/family,2,contact owner,03/,556,jason cove,centreway,mr.,william,griffin,m,+61-440-060-578,fsanchez@example.org
2022-05-14,1,567.0,65,3 out of 4,adelaide,unfurnished,bachelors/family,1,contact owner,215/,48,christopher upper,mew,miss,melissa,stewart,f,(02) 1470 4679,bennetttravis@example.org
2022-05-05,2,573.0,75,2 out of 4,adelaide,unfurnished,bachelors/family,1,contact owner,03/,93,christopher row,strand,mrs.,mary,cox,f,7440-2312,maydanny@example.com
2022-05-10,2,571.0,900,3 out of 4,adelaide,unfurnished,bachelors,2,contact owner,suite 456,463,brenda alley,riviera,mr.,james,smith,m,(03)-0131-3727,karen55@example.com
2022-05-19,2,574.0,900,4 out of 5,adelaide,semi-furnished,bachelors/family,2,contact owner,282/,30,keller roadway,parklands,nan,bruce,dickson,u,02 6743 7995,paulhoward@example.net
2022-05-19,1,571.0,800,3 out of 5,adelaide,semi-furnished,bachelors/family,1,contact owner,84/,510,vincent steps,alley,mrs.,teresa,cardenas,f,+61 465 245 588,lisa73@example.com
2022-06-24,3,596.0,1800,2 out of 4,adelaide,semi-furnished,bachelors,2,contact agent,unit 14,666,andrew beach,beach,dr.,chelsea,martin,f,0482 460 659,michaelmiller@example.com
2022-06-22,2,594.0,1400,ground out of 4,adelaide,semi-furnished,bachelors,2,contact agent,suite 342,13,lopez riverway,mall,mr.,james,lowe,m,6856-8832,butlerdaniel@example.net
2022-05-05,2,581.0,110,ground out of 2,adelaide,semi-furnished,bachelors/family,1,contact owner,flat 89,44,salinas thoroughfare,alley,nan,steven,fields,u,(02).2254.8119,vfrench@example.org
2022-06-03,1,564.0,300,3 out of 3,adelaide,furnished,bachelors/family,1,contact owner,unit 10,44,michele causeway,intersection,mrs.,misty,kelley,f,+61253268393,qwebb@example.org
2022-06-23,2,577.0,750,1 out of 4,adelaide,semi-furnished,bachelors/family,2,contact agent,level 9,85,katherine service way,extension,dr.,michael,mccall,m,08.1075.4270,stevenbeck@example.net
2022-06-08,2,581.0,800,2 out of 5,adelaide,furnished,bachelors/family,1,contact owner,unit 67,7,jackson promenade,foreshore,mr.,ryan,webb,m,+61.415.242.401,warrenmary@example.org
2022-04-29,3,578.0,120,4 out of 5,adelaide,furnished,bachelors/family,3,contact owner,suite 545,31,perez plateau,quays,dr.,melissa,parker,f,+61787973152,nhines@example.net
2022-06-20,1,574.0,650,2 out of 4,adelaide,furnished,bachelors,1,contact agent,apt. 679,2,jones estate,line,mrs.,katherine,nichols,f,0889320872,emcclure@example.com
2022-05-14,2,572.0,400,2 out of 4,adelaide,unfurnished,bachelors,1,contact agent,453/,116,cynthia cove,rest,mr.,adam,evans,m,(03) 9917 1086,yfreeman@example.org
2022-04-29,2,581.0,810,3 out of 3,adelaide,semi-furnished,bachelors/family,2,contact owner,suite 590,222,taylor break,glade,nan,virginia,gill,u,07 8366 0394,dwayne38@example.org
2022-06-22,3,571.0,700,1 out of 3,adelaide,furnished,bachelors/family,2,contact owner,flat 00,1,matthew firetrail,tollway,mr.,richard,gordon,m,0804115915,johnsonallison@example.org
2022-05-05,3,578.0,110,1 out of 5,adelaide,unfurnished,bachelors/family,2,contact owner,739/,5,caroline broadway,viaduct,mrs.,bianca,moore,f,5223-2141,terrenceweiss@example.net
2022-05-30,1,568.0,240,4 out of 5,adelaide,semi-furnished,bachelors,1,contact owner,apt. 953,52,austin trunkway,cross,mr.,keith,charles,m,(07)-2884-7218,fgates@example.net
2022-05-23,3,591.0,1000,2 out of 5,adelaide,semi-furnished,bachelors/family,2,contact owner,82/,51,tiffany corner,fire track,nan,megan,chapman,u,+61.8.7292.5549,chrisrobertson@example.net
2022-05-18,3,590.0,1250,3 out of 4,adelaide,unfurnished,bachelors/family,3,contact agent,04/,9,mosley cutting,ronde,mr.,alexander,garrett,m,+61 7 0117 2542,david40@example.com
2022-05-18,2,577.0,650,2 out of 4,adelaide,unfurnished,bachelors/family,2,contact agent,unit 61,0,james cove,basin,dr.,tanya,sane,f,7206-4513,shoffman@example.com
2022-04-29,2,587.0,900,2 out of 3,adelaide,semi-furnished,bachelors/family,1,contact owner,flat 10,0,michael alleyway,glen,mr.,darren,booth,m,0416-621-597,tanyamcguire@example.org
2022-05-18,3,576.0,1250,2 out of 4,adelaide,unfurnished,bachelors,2,contact agent,7/,507,william gates,approach,mrs.,donna,charles,f,+61.7.9016.0251,kellydustin@example.com
2022-05-10,2,568.0,55,3 out of 4,adelaide,unfurnished,bachelors/family,1,contact owner,8/,62,charles end,courtyard,nan,sandra,mcdonald,u,+61.461.761.842,fhayes@example.org
2022-04-29,2,568.0,50,1 out of 2,adelaide,unfurnished,bachelors/family,1,contact owner,84/,4,andrew break,crossway,mr.,fernando,sanchez,m,02.3709.7148,rhill@example.com
2022-06-15,2,585.0,756,2 out of 4,adelaide,semi-furnished,bachelors,2,contact agent,0/,0,horne villas,road,ms.,renee,henderson,f,0488.123.231,zthompson@example.org
2022-05-05,2,563.0,500,2 out of 3,adelaide,unfurnished,bachelors/family,1,contact owner,6/,8,dean corner,promenade,nan,james,hall,u,(02)82954492,smithmelissa@example.net
2022-06-12,1,573.0,100,3 out of 3,adelaide,furnished,bachelors/family,1,contact agent,89/,101,bridges basin,arcade,mr.,keith,reid,m,0481-290-107,paulwatson@example.org
2022-05-30,2,581.0,950,2 out of 3,adelaide,semi-furnished,bachelors/family,2,contact owner,9/,84,mcpherson entrance,strand,mr.,jivin,vig,m,6701-2902,john63@example.org
2022-06-17,1,562.0,200,1 out of 4,adelaide,furnished,bachelors,1,contact owner,suite 467,54,anna courtyard,strip,dr.,carlos,villa,m,+61-2-8967-1873,millercheyenne@example.net
2022-05-10,2,565.0,750,1 out of 4,adelaide,semi-furnished,bachelors/family,1,contact owner,flat 45,6,woods footway,close,dr.,margaret,richmond,f,+61 3 8616 9725,orozcobradley@example.com
2022-05-18,3,587.0,1400,3 out of 4,adelaide,unfurnished,family,3,contact agent,apt. 553,61,ryan state highway,river,dr.,kimberly,woods,f,+61-481-163-398,christinerowe@example.net
2022-06-12,2,583.0,100,1 out of 2,adelaide,semi-furnished,bachelors/family,2,contact agent,level 7,3,anita cross,riverway,dr.,william,baker,m,20449791,gmason@example.org
2022-06-12,1,582.0,100,ground out of 1,adelaide,semi-furnished,bachelors/family,1,contact agent,suite 790,2,hart close,court,mrs.,kathleen,cox,f,03.6783.3205,wshaw@example.org
2022-06-23,1,574.0,70,2 out of 3,adelaide,unfurnished,bachelors/family,1,contact owner,72/,429,maddox roadway,corner,mrs.,hannah,miller,f,02-8535-5120,jennifer31@example.org
2022-05-23,1,578.0,450,ground,adelaide,furnished,bachelors/family,1,contact owner,level 4,77,jacqueline slope,promenade,mrs.,pamela,huang,f,07 9016 1546,xbarrett@example.net
2022-04-29,1,568.0,42,ground out of 3,adelaide,semi-furnished,bachelors/family,1,contact owner,92/,89,frederick spur,pathway,mrs.,heer,sachdeva,f,+61.7.9723.7516,johnyoung@example.com
2022-04-28,2,581.0,900,3 out of 3,adelaide,semi-furnished,bachelors,2,contact owner,unit 59,35,anthony lower,spur,mrs.,melinda,gardner,f,03-7060-7783,delacruzkelsey@example.org
2022-05-31,1,564.0,70,1 out of 4,adelaide,semi-furnished,bachelors/family,1,contact owner,flat 81,2,gary brow,heights,nan,margaret,shepherd-jackson,u,07-4796-2045,evantownsend@example.com
2022-06-08,2,594.0,450,ground out of 1,adelaide,furnished,bachelors/family,1,contact owner,997/,2,natalie basin,walk,nan,mx.,michael,u,02-8748-5123,melanie06@example.com
2022-05-11,1,565.0,500,1 out of 5,adelaide,unfurnished,bachelors/family,1,contact owner,flat 68,4,rhonda vista,run,mr.,vardaniya,kale,m,03 4283 3440,garciaadam@example.com
2022-06-05,3,598.0,150,2 out of 4,adelaide,semi-furnished,bachelors,2,contact agent,321/,48,sara ronde,walk,mr.,michael,mayer,m,(02)17578548,abigaillopez@example.com
2022-06-17,1,567.0,450,1 out of 3,adelaide,unfurnished,bachelors/family,1,contact owner,716/,18,barry mall,reach,nan,chad,lowe,u,(03).0106.2658,clarencesmith@example.com
2022-05-23,2,568.0,540,1 out of 4,adelaide,unfurnished,bachelors/family,1,contact owner,70/,65,bennett arcade,end,dr.,stephanie,cruz,f,67159919,jonesbrandon@example.com
2022-05-18,1,568.0,450,2 out of 4,adelaide,unfurnished,bachelors/family,1,contact agent,unit 86,3,todd court,glen,nan,miraya,ghose,u,(03)22872148,wanda20@example.com
2022-05-10,1,574.0,700,4 out of 5,adelaide,unfurnished,bachelors/family,1,contact owner,unit 65,75,william firetrail,concourse,mrs.,donna,vargas,f,+61 417 669 349,pturner@example.org
2022-06-17,2,581.0,1000,2 out of 4,adelaide,semi-furnished,bachelors,2,contact agent,224/,45,joshua follow,point,ms.,nehmat,dube,f,0452.656.415,lunajason@example.com
2022-05-31,2,585.0,900,2 out of 3,adelaide,furnished,bachelors/family,2,contact owner,2/,194,alicia crescent,part,dr.,joshua,brooks,m,(03).9417.7835,lisataylor@example.net
2022-06-24,1,567.0,600,1 out of 4,adelaide,semi-furnished,bachelors,1,contact agent,38/,2,cohen deviation,access,mr.,jeremy,hernandez,m,6689 7693,rschultz@example.com
2022-06-24,1,569.0,450,3 out of 4,adelaide,semi-furnished,bachelors,1,contact owner,apt. 610,23,smith access,crossing,nan,laura,white,u,0715968409,alan34@example.org
2022-06-21,2,570.0,550,2 out of 4,adelaide,unfurnished,bachelors/family,1,contact agent,level 9,5,mitchell triangle,access,mr.,jonathan,johnson,m,(07)-5590-1818,lrodgers@example.net
2022-05-18,3,585.0,1250,2 out of 4,adelaide,unfurnished,bachelors,2,contact agent,level 0,474,smith villas,line,dr.,douglas,jones,m,+61-2-0815-5266,kristinaunderwood@example.com
2022-06-04,1,560.0,25,3 out of 4,adelaide,unfurnished,bachelors/family,1,contact owner,flat 66,2,peterson cul-de-sac,underpass,mr.,alicia,fox-ham,m,+61.2.5959.4425,kennethjones@example.com
2022-06-12,2,571.0,700,3 out of 4,adelaide,unfurnished,bachelors,1,contact agent,682/,414,vega alleyway,avenue,mr.,gregory,clark,m,+61290545010,lisa26@example.org
2022-05-25,2,606.0,1000,3 out of 3,adelaide,furnished,bachelors/family,2,contact owner,suite 437,88,nancy park,artery,dr.,anthony,baker,m,0430 231 345,curtis72@example.org
2022-05-27,2,565.0,200,2 out of 3,adelaide,unfurnished,bachelors/family,1,contact owner,level 9,77,shaw round,part,mrs.,alicia,marks,f,0436-445-396,xmay@example.org
2022-06-04,3,572.0,70,ground out of 4,adelaide,semi-furnished,bachelors/family,2,contact owner,11/,695,angelica edge,ridge,mr.,vihaan,dey,m,3601-2832,robin14@example.net
2022-06-25,1,569.0,450,1 out of 4,adelaide,semi-furnished,bachelors,1,contact agent,suite 258,81,mendez block,underpass,mrs.,paula,garrett,f,(02)55687126,carrillochristopher@example.org
2022-05-18,2,572.0,650,2 out of 4,adelaide,unfurnished,bachelors/family,2,contact agent,level 4,4,jimenez strip,cutting,nan,vanessa,romero,u,4790-4042,ashleymitchell@example.com
2022-05-18,2,578.0,650,2 out of 4,adelaide,semi-furnished,bachelors/family,2,contact agent,unit 72,5,ian anchorage,mew,mrs.,jessica,williams,f,(03)24519720,jeffrey48@example.com
2022-05-18,3,574.0,1250,1 out of 4,adelaide,unfurnished,bachelors/family,3,contact agent,level 1,8,kelly parklands,point,dr.,elijah,walker,m,(07)-3528-5935,kbaker@example.com
2022-05-18,3,586.0,1250,2 out of 4,adelaide,unfurnished,bachelors,2,contact agent,level 6,687,butler drive,arcade,ms.,emma,good,f,+61.467.699.861,foneill@example.com
2022-06-15,3,594.0,1000,3 out of 4,adelaide,unfurnished,bachelors/family,2,contact owner,unit 21,30,vickie crescent,piazza,dr.,dwayne,ibarra,m,(07)63138185,lauriebrown@example.com
2022-05-31,1,568.0,500,2 out of 3,adelaide,semi-furnished,bachelors/family,1,contact owner,flat 75,23,garcia pocket,piazza,nan,luis,wilson,u,(07) 3825 7412,nathanielmiller@example.org
2022-04-29,1,562.0,30,2 out of 3,adelaide,furnished,bachelors/family,1,contact owner,unit 65,6,bradley basin,esplanade,dr.,ernest,bennett,m,46399133,rcox@example.net
2022-06-06,1,563.0,50,3 out of 4,adelaide,semi-furnished,bachelors,1,contact owner,unit 47,21,michael mall,brace,nan,stephen,king,u,+61-405-961-574,nhenderson@example.net
2022-05-27,3,594.0,1205,2 out of 4,adelaide,furnished,bachelors/family,2,contact owner,963/,3,bradley route,key,mrs.,tiffany,jones,f,4815.2373,ellisonlaura@example.org
2022-06-12,3,609.0,1450,2 out of 4,adelaide,semi-furnished,bachelors,2,contact agent,278/,4,freeman road,rise,nan,robert,smith,u,+61.416.964.504,lauramathews@example.com
2022-04-28,1,562.0,200,2 out of 4,adelaide,unfurnished,bachelors/family,1,contact owner,flat 66,0,meadows crescent,mall,dr.,donna,patterson,f,02 0253 1997,fmiller@example.net
2022-06-08,2,564.0,350,2 out of 4,adelaide,semi-furnished,bachelors/family,2,contact owner,40/,574,megan lees,ring,nan,scott,huff,u,(02) 7375 6829,schmidtstephanie@example.net
2022-06-20,2,568.0,700,ground out of 1,adelaide,unfurnished,bachelors,1,contact owner,flat 83,46,sampson roads,viaduct,mrs.,erin,rice,f,+61248696063,crobinson@example.net
2022-06-08,1,577.0,400,3 out of 4,adelaide,furnished,bachelors/family,1,contact agent,26/,635,jennifer ronde,ride,mrs.,jessica,rogers,f,5537-6975,ywright@example.com
2022-05-10,1,578.0,700,1 out of 5,adelaide,semi-furnished,bachelors/family,1,contact owner,651/,68,palmer block,spur,nan,carla,hall,u,0810954280,ecollins@example.org
2022-06-21,1,577.0,450,1 out of 4,adelaide,furnished,bachelors/family,1,contact agent,unit 10,81,jacob close,path,nan,nutcha,bunlupong,u,0396484300,ualexander@example.org
2022-06-01,3,590.0,1200,10 out of 10,adelaide,semi-furnished,family,2,contact owner,suite 665,60,hale path,brow,dr.,jonathan,james,m,0374705508,shellygreene@example.com
2022-04-29,2,585.0,900,3 out of 4,adelaide,semi-furnished,bachelors/family,2,contact owner,unit 82,47,alan quadrant,alley,mr.,timothy,stevenson,m,0484.767.490,michele80@example.net
2022-06-14,2,587.0,84,1 out of 4,adelaide,furnished,bachelors,2,contact agent,apt. 566,18,jason cutting,beach,mr.,raunak,dave,m,+61 480 641 705,duartegary@example.net
2022-06-21,1,568.0,200,1 out of 2,adelaide,unfurnished,bachelors/family,1,contact owner,flat 37,96,rhodes gate,close,dr.,kristen,schneider,f,+61 462 711 505,hhuffman@example.net
2022-05-22,2,600.0,1300,2 out of 3,adelaide,unfurnished,bachelors,2,contact agent,unit 74,51,martinez frontage,range,mrs.,jennifer,ryan,f,0711569073,megannewman@example.net
2022-06-20,1,564.0,200,1 out of 4,adelaide,unfurnished,bachelors,1,contact agent,unit 46,49,angela boulevard,thoroughfare,mrs.,vanessa,smith,f,02 3664 6175,martinezandrew@example.net
2022-05-04,2,562.0,550,3 out of 4,adelaide,unfurnished,bachelors/family,1,contact owner,61/,414,hardin rue,pathway,dr.,erica,walker,f,34561461,thomas09@example.org
2022-05-22,2,594.0,750,2 out of 4,adelaide,furnished,bachelors/family,2,contact agent,4/,21,james bridge,parkway,mr.,ronald,garcia,m,(02)-3329-2893,harrisonnathan@example.org
2022-05-18,2,587.0,950,ground out of 4,adelaide,semi-furnished,bachelors/family,2,contact owner,suite 276,491,nancy ridgeway,strand,nan,roger,zuniga,u,0343072432,rachelcollins@example.com
2022-05-27,3,613.0,2000,3 out of 4,adelaide,unfurnished,bachelors/family,3,contact owner,unit 19,36,ross corner,reserve,nan,thomas,henderson,u,0452-165-274,edaniel@example.org
2022-05-10,2,566.0,60,2 out of 5,adelaide,semi-furnished,bachelors/family,1,contact owner,apt. 726,77,craig plateau,deviation,nan,joshua,brown,u,+61-445-681-563,carmenlopez@example.net
2022-05-12,1,571.0,450,2 out of 3,adelaide,furnished,bachelors/family,1,contact agent,apt. 689,6,walter point,cruiseway,ms.,donna,robinson,f,0854 9697,lanelori@example.net
2022-05-10,2,573.0,600,3 out of 4,adelaide,unfurnished,bachelors/family,2,contact owner,suite 647,408,alexandra state highway,causeway,dr.,carlos,johnson,m,0408-632-099,dholder@example.net
2022-06-16,1,562.0,300,1 out of 3,adelaide,furnished,bachelors,1,contact owner,apt. 083,2,courtney reserve,close,mr.,rania,arya,m,(02) 9554 8973,christian37@example.org
2022-06-23,1,577.0,550,3 out of 3,adelaide,furnished,bachelors/family,1,contact owner,unit 08,14,greer brow,intersection,nan,andrea,russell,u,0760771577,kcannon@example.org
2022-06-08,3,574.0,900,1 out of 3,adelaide,furnished,bachelors/family,3,contact owner,flat 65,467,sarah motorway,crest,dr.,eric,white,m,0400-047-552,stacey02@example.net
2022-06-16,1,563.0,25,4 out of 6,adelaide,semi-furnished,bachelors/family,1,contact owner,unit 05,4,wallace quadrant,grange,nan,nicole,cannon,u,0401 919 959,rachel86@example.org
2022-05-31,2,578.0,80,2 out of 4,adelaide,semi-furnished,bachelors/family,2,contact owner,flat 97,78,daniel access,wade,nan,kelly,barr,u,87171412,ckelly@example.com
2022-05-31,2,565.0,77,3 out of 4,adelaide,unfurnished,bachelors/family,1,contact owner,unit 09,2,hall glade,tor,dr.,beverly,jacobs,f,0445.094.335,jenniferdavis@example.net
2022-05-04,2,568.0,60,3 out of 4,adelaide,semi-furnished,bachelors/family,1,contact owner,level 1,7,miller lees,motorway,mr.,john,kelly,m,+61.2.5925.3330,cbailey@example.net
2022-05-21,1,567.0,100,1 out of 1,adelaide,furnished,bachelors/family,1,contact owner,9/,7,fernandez footway,anchorage,miss,kimberly,montes,f,02.0528.5941,beanaustin@example.org
2022-05-27,3,586.0,1300,3 out of 4,adelaide,semi-furnished,bachelors/family,2,contact owner,9/,286,katherine cove,crossing,dr.,alec,shepard,m,0489-943-380,christopherfisher@example.com
2022-06-06,2,569.0,500,2 out of 3,adelaide,semi-furnished,bachelors/family,2,contact agent,41/,167,reid meander,block,nan,kylie,costello,u,+61830224138,sherrydavis@example.com
2022-06-13,2,595.0,1200,3 out of 4,adelaide,semi-furnished,bachelors/family,2,contact owner,8/,297,jesse cove,intersection,dr.,laura,gonzalez,f,03 2606 5372,john65@example.com
2022-05-15,1,567.0,250,ground out of 3,adelaide,semi-furnished,bachelors/family,1,contact owner,5/,16,sara colonnade,piazza,mrs.,michelle,skinner,f,+61-8-6604-2600,heatherstanley@example.org
2022-05-21,2,564.0,1000,ground out of 1,melbourne,semi-furnished,bachelors/family,2,contact owner,unit 32,2,lee spur,tarn,dr.,carol,roth,f,(07).9929.2161,gwilliams@example.org
2022-06-25,1,574.0,650,ground out of 2,melbourne,semi-furnished,bachelors/family,1,contact owner,flat 56,9,roberts walkway,pathway,mrs.,jennifer,green,f,(08) 0071 8397,ashley30@example.net
2022-06-14,2,565.0,700,1 out of 3,melbourne,unfurnished,bachelors/family,2,contact owner,406/,363,carroll anchorage,circle,mrs.,dawn,logan,f,(07) 3785 2201,anthonysellers@example.net
2022-06-19,3,581.0,1710,15 out of 29,melbourne,semi-furnished,bachelors/family,3,contact owner,7/,4,cooper firetrail,street,nan,michael,martinez,u,0428.582.520,stephaniechristensen@example.com
2022-05-12,2,571.0,600,1 out of 3,melbourne,furnished,bachelors/family,2,contact owner,44/,5,judy front,alleyway,nan,jon,gomez,u,+61.422.936.404,rbenjamin@example.net
2022-05-26,2,592.0,1300,ground out of 2,melbourne,semi-furnished,bachelors/family,2,contact owner,01/,0,roberta vale,glen,mrs.,sandra,newton,f,08-2145-0269,gpetersen@example.org
